Field Mnemonic,Data License Category,Comdty,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Field Type,Width
5TH_HIGHEST_BONUS_AMOUNT_PAID,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
5TH_HIGHEST_BONUS_PAID_EXEC_TTL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Character,20
5TH_HIGHEST_OPT_AW_EXEC_TTL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Character,20
5TH_HIGHEST_OPTION_AWARDS_AMT_AW,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
5TH_HIGHEST_OTH_COMP_AW_EXEC_TTL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Character,30
5TH_HIGHEST_OTHER_COMP_AMT_AW,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
5TH_HIGHEST_SALARY_AMOUNT_PAID,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
5TH_HIGHEST_SALARY_PAID_EXEC_TTL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Character,4
5TH_HIGHEST_STK_AW_EXEC_TTL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Character,5
5TH_HIGHEST_STK_AWARDS_AMT_AW,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
5TH_HIGHEST_TOT_COMP_AMT_AW,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
5TH_HIGHEST_TOT_COMP_AW_EXEC_TTL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Character,4
5WK_FWD_SHIPPING_RT,End of Day Pricing, , , , , , , ,Index, , ,Price,5
5WK_FWD_SHIPPING_RT_DT,End of Day Pricing, , , , , , , ,Index, , ,Date,10
5Y_ASK_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,20
5Y_ASK_LOAN_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,5
5Y_BID_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,5
5Y_BID_LOAN_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,4
5Y_GEO_GROWTH_DILUTED_EPS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
5Y_MID_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,10
5Y_MID_LOAN_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,20
5YR_AVG_RETURN_ON_ASSETS,Derived Data, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
5YR_AVG_RETURN_ON_CAPITAL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
5YR_AVG_RETURN_ON_EQUITY,Derived Data, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
6_MO_SMM,End of Day Pricing, , , , , , , , , ,Mtge,Real,10
6_MONTH_CDI_RELATED_TRR_LAST_CLS,Derived Data, ,Equity, , , , , , , , ,Real,20
6_MONTH_KEY_RATE_SOVEREIGN_CURVE,Derived Data, , , , , , , ,Index, , ,Real,20
6_MONTH_KEY_RATE_SWAP_CURVE,Derived Data, , , , , , , ,Index, , ,Real,4
60+_DELINQ_PROJ_VEC_OF_CRED_MOD,Derived Data, , , , , , , , , ,Mtge,Bulk Format,20
6M_ANNUALIZED_GROWTH_RATE_NSA,End of Day Pricing, , , , , , , ,Index, , ,Price,4
6M_ANNUALIZED_GROWTH_RATE_SA,End of Day Pricing, , , , , , , ,Index, , ,Price,20
6M_ASK_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,4
6M_ASK_LOAN_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,4
6M_BID_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,20
6M_BID_LOAN_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,20
6M_MID_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,4
6M_MID_LOAN_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,10
6Y_ASK_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,4
6Y_ASK_LOAN_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,30
6Y_BID_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,10
6Y_BID_LOAN_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,10
6Y_MID_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,20
6Y_MID_LOAN_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,10
7_YEAR_KEY_RATE_SOVEREIGN_CURVE,Derived Data, , , , , , , ,Index, , ,Real,0
7_YEAR_KEY_RATE_SWAP_CURVE,Derived Data, , , , , , , ,Index, , ,Real,4
7Y_ASK_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,4
7Y_ASK_LOAN_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,4
7Y_BID_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,4
7Y_BID_LOAN_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,10
7Y_MID_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,10
7Y_MID_LOAN_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,10
871M_CONTRACT_TYPE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Character,10
871M_DIVIDEND_EQUIVALENT_AMOUNT,Security Master, ,Equity, , , , , , , , ,Real,4
871M_DIVIDEND_EQUIVALENT_AMT_DT,Security Master, ,Equity, , , , , , , , ,Date,4
871M_DVD_EQUIV_AMT_DATA,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Bulk Format,10
871M_ISSUER_WITHHOLDING,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Boolean,20
871M_QI_DIVIDEND_YIELD_TEST,Security Master, , , , , , , ,Index, , ,Boolean,20
871M_QI_IND_US_SRC_WEIGHT_TEST,Security Master, , , , , , , ,Index, , ,Boolean,10
871M_QI_MEMBER_COUNT_TEST,Security Master, , , , , , , ,Index, , ,Boolean,8
871M_QI_ONLY_LONG_POSITIONS,Security Master, , , , , , , ,Index, , ,Boolean,4
871M_QI_OPTION_AVAILABILITY_TEST,Security Master, , , , , , , ,Index, , ,Boolean,10
871M_QI_SAFE_HARBOR_TEST,Security Master, , , , , , , ,Index, , ,Boolean,5
871M_QI_US_SRC_BKT_WEIGHT_TEST,Security Master, , , , , , , ,Index, , ,Boolean,4
871M_QUALIFIED_INDEX,Security Master, , , , , , , ,Index, , ,Boolean,10
871M_UNDERLYING_DATA,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Bulk Format,4
8Y_ASK_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,10
8Y_ASK_LOAN_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,20
8Y_BID_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,28
8Y_BID_LOAN_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,20
8Y_MID_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,10
8Y_MID_LOAN_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,4
9Y_ASK_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,5
9Y_ASK_LOAN_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,20
9Y_BID_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,15
9Y_BID_LOAN_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,20
9Y_MID_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,20
9Y_MID_LOAN_CDS_SPREAD,Derived Data, ,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,8
A/H_SHARE_CONVERSION,Security Master, ,Equity, , , , , , , , ,Character,12
A_SPRD_ASK,Derived Data, , , , , , , , , ,Mtge,Real,8
A_SPRD_BID,Derived Data, , , , , , , , , ,Mtge,Real,4
A_SPRD_MID,Derived Data, , , , , , , , , ,Mtge,Real,4
AB_PP_LOANS_AMOUNT,Security Master, , , , , , , , , ,Mtge,Real,4
AB_PP_LOANS_COUNT,Security Master, , , , , , , , , ,Mtge,Integer,20
ABNORMAL_ITEMS_%_SALES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
ABNORMAL_ITEMS_FIN_OPERATIONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
ABNORMAL_ITEMS_MFG_OPERATIONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ABSOLUTE_CO2_EMISSIONS_CTRY_RSK,Security Master, ,Equity, , , ,Govt,Corp, , , ,Real,4
ABSORPTION_RATE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
ACC_INTEREST_100_ASK,Derived Data, , ,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Real,5
ACC_INTEREST_100_BID,Derived Data, , ,Muni,Pfd,M-Mkt,Govt,Corp, , ,Mtge,Real,20
ACC_PRV_CR_WL_PRG_ER_PCT_FLD_SCR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACCESS_AFFOR_PRACT_SUB_ISS_SCR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
ACCESS_AFFORD_ISS_DISC_FACTOR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACCESS_AFFORD_PLCY_SUB_ISS_SCR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACCESS_AFFORDABILITY_ISS_WEIGHT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACCESS_AFFORDABILITY_ISSUE_SCORE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACCESS_AND_AFFORD_POLICY_FLD_SCR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACCESS_AND_AFFORDABILITY_POL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Boolean,4
ACCIDENTS_PER_1000_EMPLOYEES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACCOUNTING_STANDARD,Security Master, ,Equity, , , , , , , , ,Character,10
ACCOUNTING_STANDARD_OVERRIDE,User Entered Info., ,Equity,Muni,Pfd, , ,Corp, , , ,Character,0
ACCOUNTS_PAYABLE_AND_ACCRUALS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACCOUNTS_PAYABLE_TO_INVENTORY,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
ACCOUNTS_PAYABLE_TO_SALES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
ACCOUNTS_PAYABLE_TURNOVER,Security Master, ,Equity,Muni,Pfd, , ,Corp, , , ,Real,10
ACCOUNTS_PAYABLE_TURNOVER_DAYS,Security Master, ,Equity,Muni,Pfd, , ,Corp, , , ,Real,4
ACCOUNTS_RECEIVABLE_REIT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
ACCOUNTS_RECEIVABLE_TO_SALES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,33
ACCRETION_OF_DISCOUNT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,5
ACCRETION_SCHEDULE,Security Master, , , ,Pfd, ,Govt,Corp, , , ,Bulk Format,10
ACCRUAL_FREQUENCY,Security Master, ,Equity, , , , , , , , ,Character,4
ACCRUD_INTRST_100_IGNRE_EXDIVDND,Derived Data, , , , , , ,Corp, , , ,Real,4
ACCRUED_BASIS,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Real,15
ACCRUED_CALC_INT_RT,Security Master, , , ,Pfd, ,Govt,Corp, , , ,Real,30
ACCRUED_DAYS_BETWEEN_CPN_DATES,Derived Data, , , ,Pfd, ,Govt,Corp, , , ,Integer,10
ACCRUED_DISTRIBUTIONS,End of Day Pricing, ,Equity, , , , , ,Index, , ,Price,7
ACCRUED_DIVIDENDS,Derived Data, ,Equity, , , , , ,Index, , ,Real,4
ACCRUED_FACTOR,Security Master, , , ,Pfd, ,Govt,Corp, , , ,Real,10
ACCRUED_FACTOR_DESC,Security Master, , , ,Pfd, , ,Corp, , , ,Character,20
ACCRUED_FORFEIT,Security Master, , , ,Pfd, , ,Corp, , , ,Boolean,20
ACCRUED_FUNDING,End of Day Pricing, ,Equity, , , , , ,Index, , ,Price,5
ACCRUED_FUNDING_LEG_FEE,End of Day Pricing, , , , , , ,Corp, , , ,Real,4
ACCRUED_GIFT_CARDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACCRUED_INTEREST_ADJUSTED,Derived Data, , , , , , ,Corp, ,Curncy, ,Real,10
ACCRUED_INTEREST_TO_DATE,Derived Data, , , , ,M-Mkt, , , , , ,Real,30
ACCRUED_PROFIT_LOSS,Derived Data, ,Equity, , , , , ,Index, , ,Real,10
ACCRUED_VOLATILITY,Derived Data, ,Equity, , , , ,Corp,Index,Curncy, ,Real,4
ACCS_AFFRDABILTY_BI_ISS_PRIRTY,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,4
ACCS_AFFRDABILTY_ISS_PERCNTLE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
ACCS_AFFRDABILTY_ISS_PERF_SCR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACCS_AFFRDABILTY_ISS_SCR_LWR_TGT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACCS_AFFRDABILTY_ISS_SCR_UP_TGT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
ACCT_PAY_TO_TOT_LIAB_AND_EQY,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,5
ACCT_PAYABLE_ACCRUALS_DETAILED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
ACCT_RCV_DAYS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
ACCT_RCV_TO_TOT_ASSET,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
ACCT_RCV_TURN,Security Master, ,Equity,Muni,Pfd, , ,Corp, , , ,Real,20
ACCTG_RESTATEMENTS_SUB_ISSUE_SCR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,30
ACCUM_AMT,Security Master, ,Equity, , , , , ,Index,Curncy, ,Real,10
ACCUM_CAP_INTEREST_TO_INVENTORY,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
ACCUM_DEPR_PLANT_TO_TOT_ASSET,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACCUM_DEPR_TO_GROSS_FA,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,5
ACCUM_DEPR_TO_TOT_ASSET,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACCUMULATED_SELIC,Security Master, , , , , , ,Corp, , , ,Real,20
ACFT_OP_FLT_ACFT_PRG_MOD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,4
ACFT_OP_FLT_ACFT_PRG_MOD_OWN,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,15
ACQ_ALL_OFF_PR_OFF_T_PUR_P_PSF_C,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,33
ACQ_ALL_OFFICE_TOT_PPTYS_ACQ,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,33
ACQ_ALL_OFFICE_TOT_PURCH_PX_SF,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,33
ACQ_ALL_OFFICE_TOT_RENTABLE_SF,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,33
ACQ_ALL_OFFICE_TOTAL_%_LEASED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,33
ACQ_ALL_OFFICE_TOTAL_OCPNCY,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
ACQ_ALL_OFFICE_TOTAL_PURCH_PRICE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
ACQ_APTS_CONS_CAPTLZTN_RATE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
ACQ_APTS_CONS_PURCH_PX,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
ACQ_APTS_CONS_UNITS_ACQUIRED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,4
ACQ_APTS_PROPORT_UNITS_ACQD_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACQ_APTS_PROPORT_UNITS_ACQD_TOT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
ACQ_APTS_TOTAL_CAPTLZTN_RATE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
ACQ_APTS_TOTAL_PURCH_PX,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
ACQ_APTS_TOTAL_UNITS_ACQUIRED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,4
ACQ_APTS_UNCONS_CAPTLZTN_RATE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
ACQ_APTS_UNCONS_PURCH_PX,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,5
ACQ_APTS_UNCONS_UNITS_ACQUIRED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,10
ACQ_CBD_OFF_TOT_PURC_PX_PSF_CALC,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,18
ACQ_CBD_OFFICE_TOT_PPTYS_ACQ,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,10
ACQ_CBD_OFFICE_TOT_PURCH_PX_SF,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
ACQ_CBD_OFFICE_TOT_RENTABLE_SF,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACQ_CBD_OFFICE_TOTAL_%_LEASED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
ACQ_CBD_OFFICE_TOTAL_OCPNCY,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACQ_CBD_OFFICE_TOTAL_PURCH_PRICE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
ACQ_COSTS_PROP_PCT_COSTS_INCUR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
ACQ_OF_PPTYS_FRM_FUNDS_REMN_INT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACQ_OF_PPTYS_FROM_FUNDS_SQFT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
ACQ_OF_PPTYS_FROM_FUNDS_UNITS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACQ_OF_PPTYS_FROM_FUNDS_VALUE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
ACQ_OFFICE_PROPORT_SF_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
ACQ_OFFICE_PROPORT_SF_TOTAL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
ACQ_OFFICE_PROPORT_SF_UNCONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
ACQ_PROPORT_PURCH_PX_APTS_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACQ_PROPORT_PURCH_PX_APTS_TOT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
ACQ_PROPORT_PURCH_PX_OFF_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACQ_PROPORT_PURCH_PX_OFF_TOT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,5
ACQ_PROPORT_PURCH_PX_OFF_UNCONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
ACQ_PROPORT_PURCH_PX_RTL_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,33
ACQ_PROPORT_PURCH_PX_RTL_TOT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
ACQ_PROPORT_PURCH_PX_RTL_UNCONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
ACQ_RETAIL_OCCUPANCY,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
ACQ_RETAIL_OCCUPANCY_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
ACQ_RETAIL_OCCUPANCY_UNCONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
ACQ_RETAIL_PROPORT_GLA_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACQ_RETAIL_PROPORT_GLA_UNCONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,0
ACQ_RETAIL_SALES_SQFT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,5
ACQ_RETAIL_SALES_SQFT_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
ACQ_RETAIL_SALES_SQFT_UNCONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
ACQ_RTL_#_PPTYS_ACQUIRED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,4
ACQ_RTL_#_PPTYS_ACQUIRED_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,4
ACQ_RTL_#_PPTYS_ACQUIRED_UNCONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,33
ACQ_RTL_AVG_RENT_SQFT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,30
ACQ_RTL_AVG_RENT_SQFT_UNCONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
ACQ_RTL_CAP_RATE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
ACQ_RTL_CAP_RATE_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,33
ACQ_RTL_CAP_RATE_UNCONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,15
ACQ_RTL_MALLS_CAP_RATE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,15
ACQ_RTL_MALLS_CAP_RATE_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,150
ACQ_RTL_MALLS_OCCUPANCY,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACQ_RTL_MALLS_OCCUPANCY_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
ACQ_RTL_MALLS_PURCH_PRICE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
ACQ_RTL_MALLS_PURCH_PRICE_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,30
ACQ_RTL_MALLS_PURCH_PRICE_UNCONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
ACQ_RTL_MALLS_SALES_SQFT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,30
ACQ_RTL_MALLS_SALES_SQFT_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
ACQ_RTL_MALLS_TOT_GLA_ACQD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,33
ACQ_RTL_MALLS_TOT_GLA_ACQD_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,15
ACQ_RTL_OUTLET_#_PPTYS_ACQD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,15
ACQ_RTL_OUTLET_PURCHASE_PX,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,15
ACQ_RTL_OUTLET_PURCHASE_PX_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACQ_RTL_OUTLETS_TOT_GLA_ACQD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
ACQ_RTL_PURCHASE_PRICE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
ACQ_RTL_PURCHASE_PRICE_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACQ_RTL_PURCHASE_PRICE_UNCONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACQ_RTL_STR_#_PPTYS_ACQD_UNCONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,4
ACQ_RTL_STR_TOT_GLA_ACQD_UNCONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,200
ACQ_RTL_STRIP_#_PPTYS_ACQD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,18
ACQ_RTL_STRIP_#_PPTYS_ACQD_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,20
ACQ_RTL_STRIP_CAP_RATE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
ACQ_RTL_STRIP_CAP_RATE_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,6
ACQ_RTL_STRIP_CAP_RATE_UNCONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACQ_RTL_STRIP_PURCH_PRICE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,9
ACQ_RTL_STRIP_PURCH_PRICE_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ACQ_RTL_STRIP_PURCH_PRICE_UNCONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,20
ACQ_RTL_STRIP_TOT_GLA_ACQD_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,5
ACQ_RTL_STRIP_TOTAL_GLA_ACQD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,9
ACQ_RTL_TOT_#_PPTYS_ACQD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,4
ACQ_RTL_TOT_#_PPTYS_ACQD_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,20
ACQ_RTL_TOT_#_PPTYS_ACQD_UNCONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,10
ACQ_RTL_TOTAL_GLA_ACQD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,6
ACQ_RTL_TOTAL_GLA_ACQD_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
